rank,candidate_id,search_ranking_score,retrieval_score,evaluation_score,recommendation_score,vector_search_score,behavioral_score,trust_score,trust_penalty,calibration_penalty,final_score,score_cap,reasoning,current_title,current_company,years_of_experience,skill_count,ai_skill_count,relevant_role_count,relevant_duration_months,max_evidence_level,level4_5_count,search_ranking_evidence_count,retrieval_evidence_count,evaluation_evidence_count,recommendation_evidence_count,vector_search_evidence_count,ownership_term_count,scale_term_count,template_repetition,keyword_stuffer,ai_transition,consulting_only,trust_points,trust_reason_codes,consistency_points,consistency_reason_codes
73,CAND_0064270,0.768585,0.272812,0.762175,0.24696,0.245683,0.8785,0.828571,0.06,0.0,0.501899,,"Evidence: Search ranking L5 via `ranking model` at Verloop.io / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation L5 via `human judgments` at Uber / AI Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Retrieval L3 via `semantic search` at Verloop.io / Applied ML Engineer: Recently, I built our semantic search infrastructure from scratch  sentence-transformers, FAISS, the works. | Recommendation/matching L3 via `recommendation systems` at Verloop.io / Applied ML Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: trust flags: signup_after_last_active, skills_headline_mismatch",Applied ML Engineer,Verloop.io,4.2,18,3,2,50.0,5,7,6,6,4,2,5,3,2,False,False,False,False,6.0,signup_after_last_active; skills_headline_mismatch,6.0,signup_after_last_active; skills_headline_mismatch
74,CAND_0064326,0.917898,0.071059,0.95425,0.24696,0.430491,0.92024,0.514286,0.12,0.0,0.495201,0.9,"Evidence: Evaluation L5 via `human judgments` at Sarvam AI / Search Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Sarvam AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L4 via `embeddings` at Freshworks / Machine Learning Engineer: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | Recommendation/matching L3 via `recommendation systems` at Sarvam AI / Search Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; trust flags: current_title_description_mismatch, graduation_after_employment_start, skills_current_role_mismatch; score capped at 0.90",Search Engineer,Sarvam AI,7.6,14,3,4,91.0,5,17,8,3,8,2,5,4,2,True,False,False,False,17.0,current_title_description_mismatch; graduation_after_employment_start; skills_current_role_mismatch; skills_headline_mismatch; template_repetition,9.0,current_title_description_mismatch; graduation_after_employment_start; skills_current_role_mismatch; skills_headline_mismatch
75,CAND_0007412,0.757479,0.026113,0.909113,0.67,0.80833,0.8308,0.571429,0.12,0.0,0.494753,0.9,"Evidence: Evaluation L5 via `human judgments` at LinkedIn / Machine Learning Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Vector search L4 via `embeddings` at Zoho / Applied ML Engineer: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | Search ranking L5 via `ranking model` at Locobuzz / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Recommendation/matching L5 via `recommendation systems` at Locobuzz / Recommendation Systems Engineer: Recommendation Systems Engineer. Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; long notice period (120 days); trust flags: previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch; score capped at 0.90",Applied ML Engineer,Zoho,7.4,12,2,5,87.0,5,21,4,1,7,8,11,4,2,True,False,False,False,15.0,previous_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; template_repetition,7.0,previous_title_description_mismatch; previous_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch
76,CAND_0054123,0.26057,0.693105,0.389968,0.651776,0.844027,0.729558,0.971429,0.01,0.0,0.493961,,"Evidence: Vector search L5 via `embeddings` at Meta / Applied ML Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Retrieval L4 via `retrieval` at CRED / AI Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L5 via `recommendation system` at Meta / Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation L5 via `a/b testing` at Meta / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concerns: trust flags: skills_headline_mismatch",Applied ML Engineer,Meta,4.7,15,3,2,55.0,5,13,2,6,2,4,9,2,4,False,False,False,False,1.0,skills_headline_mismatch,1.0,skills_headline_mismatch
77,CAND_0076163,0.880567,0.100431,0.935401,0.24696,0.01831,0.852999,0.771429,0.08,0.0,0.492685,0.92,"Evidence: Evaluation L5 via `human judgments` at Ola / NLP Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Ola / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L3 via `recommendation systems` at Ola / NLP Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. | Retrieval L1 via `elasticsearch` at Ola / NLP Engineer: Elasticsearch Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; trust flags: template_repetition; score capped at 0.92",NLP Engineer,Ola,6.9,17,3,2,82.0,5,12,6,4,7,2,2,2,1,True,False,False,False,8.0,template_repetition,0.0,
78,CAND_0075249,0.279727,0.724853,0.352376,0.702074,0.861369,0.7927,0.914286,0.03,0.0,0.492487,,"Evidence: Vector search L5 via `embeddings` at Zomato / Applied ML Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Retrieval L4 via `retrieval` at upGrad / Search Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L5 via `recommendation system` at Zomato / Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation L5 via `a/b testing` at Zomato / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concerns: trust flags: previous_title_description_mismatch, skills_headline_mismatch",Applied ML Engineer,Zomato,6.2,14,2,2,74.0,5,13,3,7,1,4,9,2,4,False,False,False,False,3.0,previous_title_description_mismatch; skills_headline_mismatch,3.0,previous_title_description_mismatch; skills_headline_mismatch
79,CAND_0000031,0.883005,0.144826,0.728375,0.717735,0.159124,0.826956,0.514286,0.12,0.0,0.490963,0.9,"Evidence: Search ranking L5 via `ranking model` at Swiggy / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation L5 via `human judgments` at Zomato / Applied ML Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Recommendation/matching L5 via `recommendation systems` at Swiggy / Recommendation Systems Engineer: Recommendation Systems Engineer. | Vector search L3 via `embedding` at Swiggy / Recommendation Systems Engineer: Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; trust flags: current_title_description_mismatch, previous_title_description_mismatch, skills_career_history_mismatch; score capped at 0.90",Recommendation Systems Engineer,Swiggy,6.0,17,3,4,70.0,5,11,7,3,3,6,6,3,2,True,False,False,False,17.0,current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; skills_headline_mismatch; template_repetition,9.0,current_title_description_mismatch; previous_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch
80,CAND_0027801,0.444979,0.899184,0.233391,0.649957,0.865705,0.7684,0.714286,0.1,0.0,0.488048,0.92,"Evidence: Retrieval L4 via `retrieval` at Zoho / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Vector search L4 via `faiss` at Zoho / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L4 via `recommendation systems` at Uber / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L4 via `relevance` at Zoho / Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concerns: template-like repeated career descriptions; long notice period (120 days); trust flags: previous_title_description_mismatch, template_repetition; score capped at 0.92",NLP Engineer,InMobi,7.4,15,3,2,53.0,4,18,3,9,2,6,9,3,1,True,False,False,False,10.0,previous_title_description_mismatch; template_repetition,2.0,previous_title_description_mismatch
81,CAND_0024466,0.654409,0.126861,0.845979,0.817061,0.626912,0.385651,0.771429,0.08,0.0,0.486336,,"Evidence: Evaluation L5 via `human judgments` at PharmEasy / Search Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Recommendation/matching L5 via `recommendation systems` at Mad Street Den / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L5 via `learning-to-rank` at PharmEasy / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L5 via `embeddings` at Mad Street Den / Recommendation Systems Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; long notice period (120 days); trust flags: current_title_description_mismatch, previous_title_description_mismatch, skills_career_history_mismatch",Search Engineer,PharmEasy,5.2,18,6,2,62.0,5,12,3,2,5,7,6,3,5,False,False,False,False,8.0,current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch,8.0,current_title_description_mismatch; previous_title_description_mismatch; skills_current_role_mismatch; skills_career_history_mismatch
82,CAND_0044222,0.470285,0.726409,0.124438,0.268996,0.681722,0.8642,1.0,0.0,0.0,0.485161,,"Evidence: Retrieval L4 via `retrieval` at PolicyBazaar / AI Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Vector search L4 via `faiss` at PolicyBazaar / AI Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Search ranking L5 via `ranking model` at InMobi / AI Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Recommendation/matching L3 via `recommendation systems` at PolicyBazaar / AI Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: limited stored evaluation/relevance evidence",AI Engineer,PolicyBazaar,7.7,19,5,2,92.0,5,9,2,7,1,4,7,3,1,False,False,False,False,0.0,,0.0,
83,CAND_0050876,0.654409,0.026113,0.892689,0.915881,0.81547,0.492953,0.714286,0.1,0.0,0.48414,0.92,"Evidence: Recommendation/matching L5 via `recommendation system` at Yellow.ai / AI Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation L5 via `human judgments` at Freshworks / Applied ML Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Vector search L5 via `embeddings` at Yellow.ai / AI Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Search ranking L5 via `learning-to-rank` at Freshworks / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; long notice period (90 days); trust flags: previous_title_description_mismatch, template_repetition; score capped at 0.92",Applied ML Engineer,Freshworks,6.0,18,3,3,71.0,5,17,3,1,6,9,7,3,5,True,False,False,False,10.0,previous_title_description_mismatch; template_repetition,2.0,previous_title_description_mismatch
84,CAND_0032515,0.757479,0.051544,0.79177,0.24696,0.01831,0.8311,0.942857,0.02,0.0,0.473436,,"Evidence: Evaluation L5 via `human judgments` at PharmEasy / Machine Learning Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at PharmEasy / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L3 via `recommendation systems` at PharmEasy / Machine Learning Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. | Retrieval L1 via `elasticsearch` at PharmEasy / Machine Learning Engineer: Elasticsearch Concerns: limited stored retrieval-infrastructure evidence; trust flags: previous_title_description_mismatch",Machine Learning Engineer,PharmEasy,5.1,15,6,2,38.0,5,7,4,2,5,2,2,5,3,False,False,False,False,2.0,previous_title_description_mismatch,2.0,previous_title_description_mismatch
85,CAND_0095619,0.663363,0.076311,0.762175,0.24696,0.027339,0.96625,1.0,0.0,0.0,0.472839,,"Evidence: Evaluation L5 via `human judgments` at Nykaa / NLP Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Nykaa / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L3 via `recommendation systems` at Nykaa / NLP Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. | Retrieval L1 via `bm25` at Nykaa / NLP Engineer: BM25 Concerns: limited stored retrieval-infrastructure evidence",NLP Engineer,Nykaa,15.6,17,2,1,50.0,5,6,4,3,4,2,3,2,1,False,False,False,False,0.0,,0.0,
86,CAND_0096172,0.24516,0.71706,0.352376,0.651776,0.841118,0.734078,0.914286,0.03,0.0,0.467731,,"Evidence: Vector search L5 via `embeddings` at Dream11 / Machine Learning Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. | Retrieval L4 via `retrieval` at Krutrim / NLP Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L5 via `recommendation system` at Dream11 / Machine Learning Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation L5 via `a/b testing` at Dream11 / Machine Learning Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concerns: trust flags: skills_current_role_mismatch, skills_headline_mismatch",NLP Engineer,Krutrim,5.2,15,3,2,61.0,5,13,1,8,1,4,7,2,4,False,False,False,False,3.0,skills_current_role_mismatch; skills_headline_mismatch,3.0,skills_current_role_mismatch; skills_headline_mismatch
87,CAND_0042100,0.763762,0.051544,0.79177,0.264857,0.009197,0.792178,0.914286,0.03,0.0,0.464294,,"Evidence: Evaluation L5 via `human judgments` at Freshworks / Machine Learning Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Freshworks / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L3 via `recommendation systems` at Freshworks / Machine Learning Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. | Retrieval L1 via `elasticsearch` at Freshworks / Machine Learning Engineer: Elasticsearch Concerns: limited stored retrieval-infrastructure evidence; long notice period (90 days); trust flags: skills_current_role_mismatch, skills_headline_mismatch",Machine Learning Engineer,Freshworks,7.3,13,2,2,86.0,5,7,5,2,5,4,1,3,2,False,False,False,False,3.0,skills_current_role_mismatch; skills_headline_mismatch,3.0,skills_current_role_mismatch; skills_headline_mismatch
88,CAND_0007009,0.264717,0.69484,0.615487,0.919735,0.879482,0.764284,0.371429,0.12,0.0,0.463389,0.82,"Evidence: Recommendation/matching L4 via `recommendation systems` at Wysa / Recommendation Systems Engineer: Recommendation Systems Engineer. | Vector search L4 via `faiss` at Netflix / Recommendation Systems Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Retrieval L4 via `retrieval` at Netflix / Recommendation Systems Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Evaluation L4 via `evaluation framework` at Wysa / Recommendation Systems Engineer: Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores. Concerns: template-like repeated career descriptions; trust flags: current_title_description_mismatch, current_title_evidence_mismatch, previous_title_description_mismatch; score capped at 0.82",Recommendation Systems Engineer,Wysa,7.9,18,1,3,94.0,4,22,2,6,4,10,13,2,0,True,False,False,False,22.0,current_title_description_mismatch; current_title_evidence_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; template_repetition,10.0,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; skills_current_role_mismatch; skills_career_history_mismatch
89,CAND_0099401,0.661464,0.095316,0.8343,0.651776,0.576343,0.590286,0.742857,0.09,0.0,0.460257,0.92,"Evidence: Evaluation L5 via `a/b testing` at Dream11 / NLP Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | Search ranking L5 via `learning-to-rank` at Microsoft / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L5 via `recommendation system` at Dream11 / NLP Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Vector search L5 via `embeddings` at Dream11 / NLP Engineer: The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; long notice period (90 days); trust flags: skills_headline_mismatch, template_repetition; score capped at 0.92",NLP Engineer,Dream11,7.7,14,2,2,41.0,5,11,4,4,5,4,5,4,6,True,False,False,False,9.0,skills_headline_mismatch; template_repetition,1.0,skills_headline_mismatch
90,CAND_0079064,0.24516,0.69484,0.379909,0.28637,0.786419,0.8758,1.0,0.0,0.0,0.459819,,"Evidence: Vector search L4 via `faiss` at Niramai / Senior Data Scientist: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Retrieval L4 via `retrieval` at Niramai / Senior Data Scientist: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Evaluation L4 via `evaluation framework` at Razorpay / NLP Engineer: Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores. | Recommendation/matching L3 via `recommendation systems` at Niramai / Senior Data Scientist: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: long notice period (120 days)",Senior Data Scientist,Niramai,5.2,14,2,2,62.0,4,12,1,6,2,6,7,2,0,False,False,False,False,0.0,,0.0,
91,CAND_0024620,0.654409,0.193491,0.762175,0.571468,0.119364,0.8523,0.771429,0.08,0.0,0.454242,0.92,"Evidence: Evaluation L5 via `human judgments` at PharmEasy / AI Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at PharmEasy / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L5 via `recommendation systems` at Saarthi.ai / Recommendation Systems Engineer: Recommendation Systems Engineer. | Retrieval L3 via `retrieval` at PharmEasy / AI Engineer: Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. Concerns: template-like repeated career descriptions; trust flags: template_repetition; score capped at 0.92",AI Engineer,PharmEasy,5.9,16,0,2,46.0,5,8,3,5,4,8,1,4,2,True,False,False,False,8.0,template_repetition,0.0,
92,CAND_0003977,0.444979,0.909613,0.124438,0.649957,0.880638,0.7921,0.485714,0.12,0.0,0.453539,0.82,"Evidence: Retrieval L4 via `retrieval` at Google / Recommendation Systems Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Vector search L4 via `faiss` at Google / Recommendation Systems Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L4 via `recommendation systems` at Google / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L4 via `relevance` at Google / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concerns: limited stored evaluation/relevance evidence; template-like repeated career descriptions; trust flags: current_title_description_mismatch, current_title_evidence_mismatch, skills_career_history_mismatch; score capped at 0.82",Recommendation Systems Engineer,Google,4.6,13,4,2,55.0,4,18,3,10,1,6,9,1,0,True,False,False,False,18.0,current_title_description_mismatch; current_title_evidence_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; template_repetition,6.0,current_title_description_mismatch; skills_current_role_mismatch; skills_career_history_mismatch
93,CAND_0036437,0.883005,0.071059,0.935401,0.24696,0.045149,0.919133,0.6,0.12,0.0,0.453242,0.9,"Evidence: Evaluation L5 via `human judgments` at Rephrase.ai / Search Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Rephrase.ai / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation/matching L3 via `recommendation systems` at Rephrase.ai / Search Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. | Retrieval L1 via `opensearch` at Rephrase.ai / Search Engineer: OpenSearch Concerns: limited stored retrieval-infrastructure evidence; template-like repeated career descriptions; trust flags: current_title_description_mismatch, skills_career_history_mismatch, skills_current_role_mismatch; score capped at 0.90",Search Engineer,Rephrase.ai,4.8,12,1,2,37.0,5,12,7,3,7,2,5,4,2,True,False,False,False,14.0,current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; template_repetition,6.0,current_title_description_mismatch; skills_current_role_mismatch; skills_career_history_mismatch
94,CAND_0093331,0.430217,0.909613,0.124438,0.639405,0.881735,0.8498,0.6,0.12,0.0,0.451517,0.9,"Evidence: Retrieval L4 via `retrieval` at InMobi / NLP Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Vector search L4 via `faiss` at InMobi / NLP Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Recommendation/matching L4 via `recommendation systems` at Observe.AI / Recommendation Systems Engineer: Recommendation Systems Engineer. | Search ranking L4 via `relevance` at InMobi / NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concerns: limited stored evaluation/relevance evidence; template-like repeated career descriptions; trust flags: degree_order_reversal, previous_title_description_mismatch, template_repetition; score capped at 0.90",NLP Engineer,Genpact AI,16.1,12,3,2,37.0,4,18,2,10,1,4,10,3,1,True,False,False,False,14.0,degree_order_reversal; previous_title_description_mismatch; template_repetition,6.0,previous_title_description_mismatch; degree_order_reversal
95,CAND_0070398,0.618461,0.903837,0.058047,0.140746,0.866941,0.567563,0.742857,0.09,0.0,0.449728,0.92,"Evidence: Retrieval L4 via `retrieval` at Genpact AI / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Vector search L4 via `faiss` at Genpact AI / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Search ranking L5 via `ranking model` at Mad Street Den / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Recommendation/matching L1 via `recommendation systems` at Genpact AI / Machine Learning Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: limited stored evaluation/relevance evidence; template-like repeated career descriptions; long notice period (120 days); trust flags: skills_headline_mismatch, template_repetition; score capped at 0.92",Machine Learning Engineer,Genpact AI,7.2,16,5,3,85.0,5,17,5,11,1,4,10,3,1,True,False,False,False,9.0,skills_headline_mismatch; template_repetition,1.0,skills_headline_mismatch
96,CAND_0039383,0.628268,0.77419,0.0,0.264857,0.719713,0.846,0.771429,0.08,0.0,0.446775,0.92,"Evidence: Retrieval L4 via `retrieval` at Swiggy / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Vector search L4 via `faiss` at Swiggy / Machine Learning Engineer: Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. | Search ranking L5 via `ranking model` at Meesho / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Recommendation/matching L3 via `recommendation systems` at Meesho / Applied ML Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: limited stored evaluation/relevance evidence; template-like repeated career descriptions; long notice period (90 days); trust flags: template_repetition; score capped at 0.92",Applied ML Engineer,Meesho,7.1,16,2,3,84.0,5,10,3,8,0,4,8,3,1,True,False,False,False,8.0,template_repetition,0.0,
97,CAND_0052335,0.663363,0.217186,0.831568,0.24696,0.554234,0.78851,0.714286,0.1,0.0,0.442172,,"Evidence: Evaluation L5 via `human judgments` at Aganitha / Applied ML Engineer: Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. | Search ranking L5 via `learning-to-rank` at Aganitha / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Vector search L4 via `embeddings` at Wysa / AI Engineer: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | Recommendation/matching L3 via `recommendation systems` at Aganitha / Applied ML Engineer: Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Concerns: trust flags: salary_min_above_max, salary_min_exceeds_max",Applied ML Engineer,Aganitha,6.4,14,4,2,76.0,5,10,4,3,5,2,6,3,1,False,False,False,False,10.0,salary_min_above_max; salary_min_exceeds_max,5.0,salary_min_exceeds_max
