candidate_id,current_rank,current_title,years_experience,candidate_family,interview_decision,confidence,strongest_evidence,biggest_concern,suggested_rank_band,ranker_judgment,reasoning
CAND_0014440,90,Recommendation Systems Engineer,6.4,Recommendation Engineer,MAYBE,MEDIUM,"Ranking/relevance: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Ranking/relevance: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, dr..."
CAND_0018549,91,Recommendation Systems Engineer,6.8,Recommendation Engineer,MAYBE,MEDIUM,"Recommendation/matching: Flipkart Machine Learning Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Uber Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Recommendation/matching: Flipkart Machine Learning Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Uber Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank positi..."
CAND_0078492,92,Recommendation Systems Engineer,5.1,Recommendation Engineer,MAYBE,MEDIUM,"Ranking/relevance: Verloop.io Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Verloop.io Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 100,Correct,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Verloop.io Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Verloop.io Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 100 because role-level evidence, no..."
CAND_0041611,93,Staff Machine Learning Engineer,6.4,Search Ranking Engineer,YES,MEDIUM,Ranking/relevance: Locobuzz Staff Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. | Retrieval/search infra: Locobuzz Staff Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product.,"Profile consistency concern: previous_title_description_mismatch,  signup_after_last_active",Top 10,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Locobuzz Staff Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. | Retrieval/search infra: Locobuzz Staff Machine Learning Engineer: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Concern: Profile consistency concern: previous_title_description_mismatch, signup_after_last_active Decision is YES and suggested band is Top 10 because role-level evidence, not rank position, drives the judgment."
CAND_0011432,94,Senior Data Scientist,7.6,Applied ML Engineer,MAYBE,MEDIUM,Ranking/relevance: Amazon Senior Data Scientist: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Amazon Senior Data Scientist: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes.,Repeated/template-like role descriptions across employers; committee discounts confidence.,Top 100,Correct,"Committee classifies this as Applied ML Engineer. Ranking/relevance: Amazon Senior Data Scientist: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Amazon Senior Data Scientist: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0061655,95,Machine Learning Engineer,4.6,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Krutrim Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Krutrim Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Profile consistency concern: previous_title_description_mismatch,Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Krutrim Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Krutrim Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title_description_mismatch Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0036437,96,Search Engineer,4.8,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Rephrase.ai Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Rephrase.ai Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Rephrase.ai Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Rephrase.ai Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the jud..."
CAND_0026532,97,Recommendation Systems Engineer,4.8,Recommendation Engineer,MAYBE,MEDIUM,"Recommendation/matching: Mad Street Den Recommendation Systems Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Zomato Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Recommendation/matching: Mad Street Den Recommendation Systems Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Zomato Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because ro..."
CAND_0066376,98,Applied ML Engineer,5.7,Retrieval Engineer,MAYBE,MEDIUM,Retrieval/search infra: Salesforce Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Dream11 Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking.,"Profile consistency concern: previous_title_description_mismatch,  salary_min_exceeds_max,  skills_headline_mismatch",Top 50,Slightly Low,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: Salesforce Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Dream11 Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: Profile consistency concern: previous_title_description_mismatch, salary_min_exceeds_max, skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0007411,99,Senior Machine Learning Engineer,8.0,Recommendation Engineer,YES,HIGH,Recommendation/matching: Amazon Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Amazon Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon...,Weak recruiter response signal despite technical relevance.,Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Recommendation/matching: Amazon Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Amazon Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... Concern: Weak recruiter response signal despite technical relevance. Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the..."
CAND_0078002,100,Machine Learning Engineer,6.3,Applied ML Engineer,MAYBE,MEDIUM,Ranking/relevance: Meta Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Meta Machine Learning Engineer: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes.,"Profile consistency concern: degree_order_reversal,  skills_headline_mismatch",Top 100,Correct,"Committee classifies this as Applied ML Engineer. Ranking/relevance: Meta Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Meta Machine Learning Engineer: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Concern: Profile consistency concern: degree_order_reversal, skills_headline_mismatch Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the judgment."
